"Date","Year","Month","Day","Game_Type","Dow","Away_Team","Away_League","Away_Game_Number","Home_Team","Home_League","Home_Game_Number","Away_Score","Home_Score","Home_Away_Winner","Team_Winner","Game_Outs","Day_Night","Completion_Info","Forfeit_Info","Protest_Info","ParkID","Attendance","Game_Length","Away_Line","Home_Line","Away_AB","Away_H","Away_2B","Away_3B","Away_HR","Away_RBI","Away_SAC","Away_SF","Away_HBP","Away_BB","Away_IBB","Away_K","Away_SB","Away_CS","Away_GIDP","Away_CI","Away_LOB","Away_Pitchers","Away_ER","Away_WP","Away_BLK","Away_PO","Away_A","Away_E","Away_PB","Away_DP","Away_TP","Home_AB","Home_H","Home_2B","Home_3B","Home_HR","Home_RBI","Home_SAC","Home_SF","Home_HBP","Home_BB","Home_IBB","Home_K","Home_SB","Home_CS","Home_GIDP","Home_CI","Home_LOB","Home_Pitchers","Home_ER","Home_WP","Home_BLK","Home_PO","Home_A","Home_E","Home_PB","Home_DP","Home_TP","HP_Ump_ID","HP_Ump_Name","X1B_Ump_ID","X1B_Ump_Name","X2B_Ump_ID","X2B_Ump_Name","X3B_Ump_ID","X3B_Ump_Name","LF_Ump_ID","LF_Ump_Name","RF_Ump_ID","RF_Ump_Name","Away_Manage_ID","Away_Manage_Name","Home_Manage_ID","Home_Manage_Name","Winning_Pitcher_ID","Winning_Pitcher_Name","Losing_Pitcher_ID","Losing_Pitcher_Name","Save","Save_Pitcher_ID","Save_Pitcher_Name","GWRBI_ID","GWRBI_Name","Away_SP_ID","Away_SP_Name","Home_SP_ID","Home_SP_Name","Away_Win_Percentage","Away_Playoffs","Away_WS","Away_Win_P_Cat","Team","Home_Win_Percentage","Home_Playoffs","Home_WS","Home_Win_P_Cat","Away_SP_WAR","Home_SP_WAR","Home","MON_win","Opp_Win_Percentage","Opp_Playoffs","Opp_WS","Opp_Win_P_Cat"
20000425,2000,4,25,0,"Tue","COL","NL",21,"MON","NL",19,4,10,"Home","MON",51,"N",NA,"","","MON02",10019,157,"2110000","20010340x",35,11,0,"1",0,3,0,0,0,3,1,5,2,0,3,0,7,5,10,0,0,24,12,0,0,0,0,37,14,3,1,2,10,0,0,0,2,1,4,0,1,0,0,5,3,4,0,0,27,11,0,0,3,0,"wendh902","Hunter Wendelstedt","buckc901","CB Bucknor","","(none)","vanvm901","Mike Vanvleet","","(none)","","(none)","bellb001","Buddy Bell","alouf101","Felipe Alou","pavac001","Carl Pavano","bohab001","Brian Bohanon","No Save","","(none)","barrm003","Michael Barrett","bohab001","Brian Bohanon","pavac001","Carl Pavano",0.506,0,0,"Good","Montreal Expos",0.414,0,0,"Bad",3.1,2.8,1,1,0.506,0,0,"Good"
20000426,2000,4,26,0,"Wed","COL","NL",22,"MON","NL",20,2,9,"Home","MON",51,"N",NA,"","","MON02",10735,178,"1010","00010026x",30,5,1,"1",0,2,0,1,0,2,0,4,1,0,1,0,4,4,7,0,0,24,9,1,0,1,0,34,12,5,0,1,9,0,1,2,3,1,4,1,1,1,0,7,3,2,0,0,27,11,0,0,1,0,"reedr901","Rick Reed","buckc901","CB Bucknor","vanvm901","Mike Vanvleet","wendh902","Hunter Wendelstedt","","(none)","","(none)","bellb001","Buddy Bell","alouf101","Felipe Alou","hermd001","Dustin Hermanson","jarvk001","Kevin Jarvis","Save","urbiu001","Ugueth Urbina","guerw001","Wilton Guerrero","jarvk001","Kevin Jarvis","hermd001","Dustin Hermanson",0.506,0,0,"Good","Montreal Expos",0.414,0,0,"Bad",0.6,1.3,1,1,0.506,0,0,"Good"
20000428,2000,4,28,0,"Fri","MON","NL",21,"SFN","NL",21,9,3,"Away","MON",54,"N",NA,"","","SFO03",40930,187,"100000260","100002000",33,8,3,"0",1,9,0,1,1,6,0,7,0,1,0,0,5,3,3,0,0,27,11,0,0,1,0,36,11,2,1,0,3,0,1,0,1,0,4,1,0,1,0,8,5,9,0,0,27,9,0,0,0,0,"mealj901","Jerry Meals","younl901","Larry Young","higgs901","Scott Higgins","katzt901","Travis Katzenmeier","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","telfa001","Anthony Telford","ortir001","Russ Ortiz","No Save","","(none)","stevl001","Lee Stevens","irabh001","Hideki Irabu","ortir001","Russ Ortiz",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",-0.5,0.2,0,1,0.599,1,0,"Good"
20000429,2000,4,29,0,"Sat","MON","NL",22,"SFN","NL",22,1,2,"Home","SFN",51,"D",NA,"","","SFO03",40930,138,"100","00000011x",28,3,0,"1",0,1,1,0,0,2,0,5,0,1,0,0,3,3,2,0,0,24,12,0,0,2,0,31,9,0,0,1,2,0,0,0,2,0,1,0,0,2,0,7,3,1,0,0,27,14,0,0,1,0,"younl901","Larry Young","higgs901","Scott Higgins","katzt901","Travis Katzenmeier","mealj901","Jerry Meals","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","johnj006","John Johnstone","telfa001","Anthony Telford","Save","nen-r001","Robb Nen","bondb001","Barry Bonds","vazqj001","Javier Vazquez","ruetk001","Kirk Rueter",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",4.7,1.8,0,0,0.599,1,0,"Good"
20000430,2000,4,30,0,"Sun","MON","NL",23,"SFN","NL",23,4,3,"Away","MON",54,"D",NA,"","","SFO03",40930,172,"100100101","20010000",32,6,1,"1",1,4,0,1,0,6,2,4,1,0,0,0,8,4,2,0,0,27,7,1,0,0,0,32,6,2,0,1,2,0,1,0,7,0,6,2,0,0,0,10,3,3,0,0,27,6,1,0,0,0,"higgs901","Scott Higgins","katzt901","Travis Katzenmeier","mealj901","Jerry Meals","younl901","Larry Young","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","stris001","Scott Strickland","johnj006","John Johnstone","Save","urbiu001","Ugueth Urbina","whitr001","Rondell White","pavac001","Carl Pavano","nathj001","Joe Nathan",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",2.8,-0.2,0,1,0.599,1,0,"Good"
20000501,2000,5,1,0,"Mon","MON","NL",24,"COL","NL",26,8,15,"Home","COL",51,"N",NA,"","","DEN02",35104,195,"1420010","00503610x",40,15,3,"0",5,8,1,0,0,3,1,4,0,0,1,0,9,4,13,1,0,24,18,1,1,0,0,39,18,3,0,5,14,1,2,0,6,0,5,1,1,0,0,9,4,8,1,0,27,16,0,0,1,0,"wintm901","Mike Winters","culbf901","Fieldin Culbreth","welkb901","Bill Welke","froeb901","Bruce Froemming","","(none)","","(none)","alouf101","Felipe Alou","bellb001","Buddy Bell","whitg001","Gabe White","hermd001","Dustin Hermanson","No Save","","(none)","heltt001","Todd Helton","hermd001","Dustin Hermanson","jarvk001","Kevin Jarvis",0.414,0,0,"Bad","Colorado Rockies",0.506,0,0,"Good",1.3,0.6,0,0,0.506,0,0,"Good"
20000502,2000,5,2,0,"Tue","MON","NL",25,"COL","NL",27,6,12,"Home","COL",51,"N",NA,"","","DEN02",39132,182,"112002","42110004x",38,11,1,"0",1,6,0,0,0,2,0,5,0,0,1,0,7,6,11,0,0,24,10,1,0,3,0,33,13,1,1,4,12,0,1,1,7,0,2,0,0,3,0,6,3,5,0,0,27,12,1,0,1,0,"culbf901","Fieldin Culbreth","welkb901","Bill Welke","froeb901","Bruce Froemming","wintm901","Mike Winters","","(none)","","(none)","alouf101","Felipe Alou","bellb001","Buddy Bell","karls001","Scott Karl","powej002","Jeremy Powell","No Save","","(none)","hammj001","Jeffrey Hammonds","powej002","Jeremy Powell","karls001","Scott Karl",0.414,0,0,"Bad","Colorado Rockies",0.506,0,0,"Good",-0.6,-1.1,0,0,0.506,0,0,"Good"
20000503,2000,5,3,0,"Wed","MON","NL",26,"COL","NL",28,7,16,"Home","COL",51,"D",NA,"","","DEN02",40096,184,"10120300","20662000x",38,12,4,"0",2,7,1,0,0,1,0,6,0,1,1,0,6,4,16,0,2,24,10,0,0,2,0,45,24,2,2,0,15,1,0,0,2,0,2,0,0,2,0,8,3,5,0,0,27,13,2,0,2,0,"welkb901","Bill Welke","froeb901","Bruce Froemming","wintm901","Mike Winters","culbf901","Fieldin Culbreth","","(none)","","(none)","alouf101","Felipe Alou","bellb001","Buddy Bell","astap001","Pedro Astacio","irabh001","Hideki Irabu","No Save","","(none)","walkl001","Larry Walker","irabh001","Hideki Irabu","astap001","Pedro Astacio",0.414,0,0,"Bad","Colorado Rockies",0.506,0,0,"Good",-0.5,3.1,0,0,0.506,0,0,"Good"
20000505,2000,5,5,0,"Fri","MON","NL",27,"MIL","NL",30,10,2,"Away","MON",54,"N",NA,"","","MIL05",10002,181,"550000000","1000001",41,14,4,"0",3,9,1,0,0,4,2,4,0,0,0,0,9,4,2,1,0,27,6,1,0,1,0,35,7,1,0,0,1,0,0,0,4,0,14,0,1,0,0,10,3,9,0,0,27,13,1,0,0,0,"schrp901","Paul Schrieber","cuzzp901","Phil Cuzzi","craft901","Terry Craft","mcclt901","Tim McClelland","","(none)","","(none)","alouf101","Felipe Alou","loped001","Davey Lopes","vazqj001","Javier Vazquez","berej002","Jason Bere","No Save","","(none)","whitr001","Rondell White","vazqj001","Javier Vazquez","berej002","Jason Bere",0.414,0,0,"Bad","Milwaukee Brewers",0.451,0,0,"Bad",4.7,0.4,0,1,0.451,0,0,"Bad"
20000506,2000,5,6,0,"Sat","MON","NL",28,"MIL","NL",31,3,2,"Away","MON",54,"D",NA,"","","MIL05",12381,167,"120","1100000",35,11,2,"0",1,3,0,0,0,1,0,5,0,2,1,0,6,4,2,1,0,27,11,0,0,1,0,29,4,1,0,0,1,1,0,1,4,0,10,0,1,0,0,6,2,3,0,0,27,15,1,0,1,0,"cuzzp901","Phil Cuzzi","craft901","Terry Craft","mcclt901","Tim McClelland","schrp901","Paul Schrieber","","(none)","","(none)","alouf101","Felipe Alou","loped001","Davey Lopes","telfa001","Anthony Telford","weatd001","David Weathers","Save","urbiu001","Ugueth Urbina","widgc001","Chris Widger","pavac001","Carl Pavano","woods001","Steve Woodard",0.414,0,0,"Bad","Milwaukee Brewers",0.451,0,0,"Bad",2.8,-0.8,0,1,0.451,0,0,"Bad"
20000507,2000,5,7,0,"Sun","MON","NL",29,"MIL","NL",32,4,9,"Home","MIL",51,"D",NA,"","","MIL05",11989,158,"1111000","12221001x",32,8,1,"0",2,4,1,0,0,3,0,4,0,0,2,0,5,4,7,0,0,24,10,2,0,0,0,37,13,2,0,2,9,0,0,0,4,1,5,0,0,0,0,8,3,4,0,0,27,14,0,0,2,0,"craft901","Terry Craft","mcclt901","Tim McClelland","schrp901","Paul Schrieber","cuzzp901","Phil Cuzzi","","(none)","","(none)","alouf101","Felipe Alou","loped001","Davey Lopes","haynj001","Jimmy Haynes","hermd001","Dustin Hermanson","No Save","","(none)","burnj001","Jeromy Burnitz","hermd001","Dustin Hermanson","haynj001","Jimmy Haynes",0.414,0,0,"Bad","Milwaukee Brewers",0.451,0,0,"Bad",1.3,0.1,0,0,0.451,0,0,"Bad"
20000509,2000,5,9,0,"Tue","PHI","NL",31,"MON","NL",30,2,3,"Home","MON",53,"N",NA,"","","MON02",8845,139,"1001000","3",31,6,1,"0",1,2,1,0,1,0,0,6,2,0,1,0,4,3,3,0,0,26,8,0,0,0,0,34,8,2,0,1,3,0,0,0,2,0,6,0,0,0,0,7,3,2,1,0,27,12,1,0,1,0,"fostm901","Marty Foster","kulpr901","Ron Kulpa","herna901","Angel Hernandez","timmt901","Tim Timmons","","(none)","","(none)","frant001","Terry Francona","alouf101","Felipe Alou","klins002","Steve Kline","gomew001","Wayne Gomes","No Save","","(none)","jonet004","Terry Jones","brocc001","Chris Brock","irabh001","Hideki Irabu",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",0.9,-0.5,1,1,0.401,0,0,"Bad"
20000510,2000,5,10,0,"Wed","PHI","NL",32,"MON","NL",31,8,0,"Away","PHI",54,"N",NA,"","","MON02",9411,182,"30002003","0",37,13,2,"0",0,7,2,1,1,4,0,1,1,0,1,0,10,1,0,0,0,27,5,0,0,2,0,29,4,2,0,0,0,0,0,0,4,0,5,0,0,2,0,6,4,7,1,0,27,13,1,0,1,0,"kulpr901","Ron Kulpa","herna901","Angel Hernandez","timmt901","Tim Timmons","fostm901","Marty Foster","","(none)","","(none)","frant001","Terry Francona","alouf101","Felipe Alou","persr001","Robert Person","vazqj001","Javier Vazquez","No Save","","(none)","jordk001","Kevin Jordan","persr001","Robert Person","vazqj001","Javier Vazquez",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",3.9,4.7,1,0,0.401,0,0,"Bad"
20000511,2000,5,11,0,"Thu","PHI","NL",33,"MON","NL",32,6,4,"Away","PHI",54,"N",NA,"","","MON02",8311,159,"201000210","3100000",35,8,3,"2",0,5,0,0,2,3,0,11,1,0,1,0,7,3,3,0,0,27,4,1,1,0,0,35,8,2,0,1,3,0,0,0,3,0,8,0,0,0,0,7,3,4,0,0,27,8,2,0,1,0,"herna901","Angel Hernandez","timmt901","Tim Timmons","fostm901","Marty Foster","kulpr901","Ron Kulpa","","(none)","","(none)","frant001","Terry Francona","alouf101","Felipe Alou","wolfr001","Randy Wolf","pavac001","Carl Pavano","Save","gomew001","Wayne Gomes","","(none)","wolfr001","Randy Wolf","pavac001","Carl Pavano",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",3,2.8,1,0,0.401,0,0,"Bad"
20000512,2000,5,12,0,"Fri","CHN","NL",38,"MON","NL",33,3,8,"Home","MON",51,"N",NA,"","","MON02",15626,191,"1000200","01240001x",32,7,1,"0",0,3,1,1,1,7,0,6,0,0,0,0,12,3,6,1,0,24,6,3,0,1,0,32,10,1,1,1,6,1,1,0,8,2,10,1,0,1,0,10,5,3,0,0,27,10,0,1,0,0,"cousd901","Derryl Cousins","marqa901","Alfonso Marquez","brinj901","Joe Brinkman","nelsj901","Jeff Nelson","","(none)","","(none)","bayld001","Don Baylor","alouf101","Felipe Alou","thurm002","Mike Thurman","woodk002","Kerry Wood","Save","hermd001","Dustin Hermanson","bergp001","Peter Bergeron","woodk002","Kerry Wood","thurm002","Mike Thurman",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",1.8,-0.6,1,1,0.401,0,0,"Bad"
20000513,2000,5,13,0,"Sat","CHN","NL",39,"MON","NL",34,2,1,"Away","CHN",54,"N",NA,"","","MON02",14321,154,"11000000","1000",32,6,4,"0",0,2,0,0,0,5,0,3,0,0,0,0,8,1,1,0,0,27,16,0,0,0,0,35,8,2,0,0,1,0,0,0,0,0,5,0,0,0,0,7,4,2,0,0,27,15,0,0,0,0,"marqa901","Alfonso Marquez","brinj901","Joe Brinkman","nelsj901","Jeff Nelson","cousd901","Derryl Cousins","","(none)","","(none)","bayld001","Don Baylor","alouf101","Felipe Alou","liebj001","Jon Lieber","armat002","Tony Armas","No Save","","(none)","bufod001","Damon Buford","liebj001","Jon Lieber","armat002","Tony Armas",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",3.7,1.8,1,0,0.401,0,0,"Bad"
20000514,2000,5,14,0,"Sun","CHN","NL",40,"MON","NL",35,15,16,"Home","MON",52,"D",NA,"","","MON02",10621,220,"123102204","202500043",46,21,1,"0",3,14,0,0,1,4,0,9,6,0,0,0,9,6,16,1,0,25,8,0,0,0,0,37,16,3,0,4,16,0,2,0,12,3,5,1,1,0,0,10,7,15,0,0,27,11,2,0,0,1,"brinj901","Joe Brinkman","nelsj901","Jeff Nelson","cousd901","Derryl Cousins","marqa901","Alfonso Marquez","","(none)","","(none)","bayld001","Don Baylor","alouf101","Felipe Alou","hermd001","Dustin Hermanson","aguir001","Rick Aguilera","No Save","","(none)","mordm001","Mike Mordecai","valdi001","Ismael Valdez","irabh001","Hideki Irabu",0.401,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",0,-0.5,1,1,0.401,0,0,"Bad"
20000516,2000,5,16,0,"Tue","ARI","NL",38,"MON","NL",36,0,2,"Home","MON",51,"N",NA,"","","MON02",11898,143,"0","00000011x",31,5,1,"0",0,0,0,0,0,4,1,7,1,0,1,0,8,1,1,0,0,24,7,1,0,0,0,28,5,1,0,1,2,0,0,0,0,0,12,0,1,0,0,2,3,0,0,0,27,12,0,0,1,0,"randt901","Tony Randazzo","barrt901","Ted Barrett","laynj901","Jerry Layne","monte901","Ed Montague","","(none)","","(none)","showb801","Buck Showalter","alouf101","Felipe Alou","vazqj001","Javier Vazquez","johnr005","Randy Johnson","Save","hermd001","Dustin Hermanson","whitr001","Rondell White","johnr005","Randy Johnson","vazqj001","Javier Vazquez",0.525,0,0,"Good","Montreal Expos",0.414,0,0,"Bad",8.1,4.7,1,1,0.525,0,0,"Good"
20000517,2000,5,17,0,"Wed","ARI","NL",39,"MON","NL",37,2,10,"Home","MON",51,"N",NA,"","","MON02",8766,146,"10000010","31123000x",33,6,0,"0",2,2,0,0,0,1,0,8,0,0,0,0,5,4,8,1,0,24,8,1,0,0,0,37,14,7,0,2,7,1,0,0,3,1,6,0,0,0,0,7,2,2,0,0,27,9,0,0,0,0,"barrt901","Ted Barrett","laynj901","Jerry Layne","monte901","Ed Montague","randt901","Tony Randazzo","","(none)","","(none)","showb801","Buck Showalter","alouf101","Felipe Alou","pavac001","Carl Pavano","reyna001","Armando Reynoso","No Save","","(none)","vidrj001","Jose Vidro","reyna001","Armando Reynoso","pavac001","Carl Pavano",0.525,0,0,"Good","Montreal Expos",0.414,0,0,"Bad",1.4,2.8,1,1,0.525,0,0,"Good"
20000518,2000,5,18,0,"Thu","ARI","NL",40,"MON","NL",38,8,6,"Away","ARI",54,"N",NA,"","","MON02",11073,159,"321000002","200112000",35,10,3,"0",1,8,1,1,0,6,1,4,1,0,0,0,8,3,6,0,0,27,10,0,0,0,0,35,8,0,1,4,6,0,0,0,1,0,8,0,0,0,0,3,6,8,0,0,27,8,0,0,0,0,"laynj901","Jerry Layne","monte901","Ed Montague","randt901","Tony Randazzo","barrt901","Ted Barrett","","(none)","","(none)","showb801","Buck Showalter","alouf101","Felipe Alou","kim-b001","Byung-Hyun Kim","telfa001","Anthony Telford","No Save","","(none)","finls001","Steve Finley","andeb002","Brian Anderson","thurm002","Mike Thurman",0.525,0,0,"Good","Montreal Expos",0.414,0,0,"Bad",4.1,-0.6,1,0,0.525,0,0,"Good"
20000519,2000,5,19,0,"Fri","HOU","NL",39,"MON","NL",39,2,3,"Home","MON",58,"N",NA,"","","MON02",12679,212,"1000010","1000000101",33,8,0,"0",1,2,1,1,0,7,0,5,4,1,2,0,10,4,3,0,0,28,6,1,0,2,0,34,8,1,0,2,3,1,0,0,3,1,9,2,0,1,0,7,4,2,1,0,30,11,1,0,2,0,"dimum901","Mike DiMuro","gormb901","Brian Gorman","everm901","Mike Everitt","crawj901","Jerry Crawford","","(none)","","(none)","dierl101","Larry Dierker","alouf101","Felipe Alou","hermd001","Dustin Hermanson","slusj001","Joe Slusarski","No Save","","(none)","vidrj001","Jose Vidro","doteo001","Octavio Dotel","armat002","Tony Armas",0.444,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",1.1,1.8,1,1,0.444,0,0,"Bad"
20000520,2000,5,20,0,"Sat","HOU","NL",40,"MON","NL",40,7,8,"Home","MON",51,"N",NA,"","","MON02",15166,196,"100101103","24011000x",37,10,3,"0",2,6,0,0,0,4,0,11,2,0,1,0,7,4,4,0,0,24,9,2,0,1,0,37,15,5,0,1,8,1,1,0,2,0,5,2,0,1,0,9,4,6,0,0,27,5,1,0,1,0,"gormb901","Brian Gorman","everm901","Mike Everitt","crawj901","Jerry Crawford","dimum901","Mike DiMuro","","(none)","","(none)","dierl101","Larry Dierker","alouf101","Felipe Alou","irabh001","Hideki Irabu","elars001","Scott Elarton","Save","hermd001","Dustin Hermanson","stevl001","Lee Stevens","elars001","Scott Elarton","irabh001","Hideki Irabu",0.444,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",2.6,-0.5,1,1,0.444,0,0,"Bad"
20000521,2000,5,21,0,"Sun","HOU","NL",41,"MON","NL",41,3,8,"Home","MON",51,"D",NA,"","","MON02",20111,160,"200001","11004101x",34,7,0,"0",2,3,0,0,0,1,0,6,0,0,0,0,5,4,8,0,0,24,7,0,0,1,0,31,11,0,1,3,8,2,1,0,4,0,9,1,0,1,0,6,2,3,0,0,27,6,0,0,0,0,"everm901","Mike Everitt","crawj901","Jerry Crawford","dimum901","Mike DiMuro","laynj901","Jerry Layne","","(none)","","(none)","dierl101","Larry Dierker","alouf101","Felipe Alou","vazqj001","Javier Vazquez","limaj001","Jose Lima","No Save","","(none)","whitr001","Rondell White","limaj001","Jose Lima","vazqj001","Javier Vazquez",0.444,0,0,"Bad","Montreal Expos",0.414,0,0,"Bad",-0.3,4.7,1,1,0.444,0,0,"Bad"
20000523,2000,5,23,0,"Tue","MON","NL",42,"SFN","NL",42,3,2,"Away","MON",54,"N",NA,"","","SFO03",40930,163,"200100000","101000",36,11,3,"0",2,3,1,0,0,1,0,4,1,0,1,0,8,5,2,0,0,27,8,0,1,1,0,33,8,4,0,1,2,0,0,0,1,0,8,0,1,1,0,5,2,3,0,0,27,8,0,0,1,0,"gibsg901","Greg Gibson","ripps901","Steve Rippley","tscht901","Tim Tschida","meric901","Chuck Meriwether","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","pavac001","Carl Pavano","ruetk001","Kirk Rueter","Save","hermd001","Dustin Hermanson","whitr001","Rondell White","pavac001","Carl Pavano","ruetk001","Kirk Rueter",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",2.8,1.8,0,1,0.599,1,0,"Good"
20000524,2000,5,24,0,"Wed","MON","NL",43,"SFN","NL",43,0,18,"Home","SFN",51,"N",NA,"","","SFO03",40930,160,"0","30107304x",31,7,0,"0",0,0,1,0,0,1,0,7,0,0,2,0,6,4,13,0,0,24,11,3,0,1,0,41,18,1,1,3,18,1,1,1,4,0,7,0,0,1,0,6,1,0,0,0,27,13,0,0,2,0,"ripps901","Steve Rippley","tscht901","Tim Tschida","meric901","Chuck Meriwether","gibsg901","Greg Gibson","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","estes001","Shawn Estes","thurm002","Mike Thurman","No Save","","(none)","bondb001","Barry Bonds","thurm002","Mike Thurman","estes001","Shawn Estes",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",-0.6,2,0,0,0.599,1,0,"Good"
20000525,2000,5,25,0,"Thu","MON","NL",44,"SFN","NL",44,1,4,"Home","SFN",51,"D",NA,"","","SFO03",40930,155,"10","00300010x",32,6,1,"0",0,1,0,1,0,2,0,10,0,0,0,0,7,3,4,0,0,24,8,1,1,0,0,32,9,1,0,1,4,0,0,0,3,1,6,1,0,0,0,7,2,1,0,0,27,9,0,0,0,0,"tscht901","Tim Tschida","meric901","Chuck Meriwether","gibsg901","Greg Gibson","ripps901","Steve Rippley","","(none)","","(none)","alouf101","Felipe Alou","baked002","Dusty Baker","hernl003","Livan Hernandez","armat002","Tony Armas","Save","nen-r001","Robb Nen","bondb001","Barry Bonds","armat002","Tony Armas","hernl003","Livan Hernandez",0.414,0,0,"Bad","San Francisco Giants",0.599,1,0,"Good",1.8,3.4,0,0,0.599,1,0,"Good"
20000526,2000,5,26,0,"Fri","MON","NL",45,"SDN","NL",47,2,6,"Home","SDN",51,"N",NA,"","","SAN01",19517,149,"200000000","20120001x",34,6,2,"0",0,2,1,0,0,2,0,6,0,0,0,0,8,3,6,0,0,24,8,0,0,0,0,33,11,2,0,0,6,0,1,0,2,0,3,3,0,0,0,6,4,2,1,1,27,12,3,0,0,0,"froeb901","Bruce Froemming","wintm901","Mike Winters","culbf901","Fieldin Culbreth","welkb901","Bill Welke","","(none)","","(none)","alouf101","Felipe Alou","bochb002","Bruce Bochy","whitm002","Matt Whiteside","irabh001","Hideki Irabu","No Save","","(none)","klesr001","Ryan Klesko","irabh001","Hideki Irabu","hitcs001","Sterling Hitchcock",0.414,0,0,"Bad","San Diego Padres",0.469,0,0,"Bad",-0.5,0.3,0,0,0.469,0,0,"Bad"
20000527,2000,5,27,0,"Sat","MON","NL",46,"SDN","NL",48,2,4,"Home","SDN",51,"N",NA,"","","SAN01",40110,171,"100000010","00010003x",32,7,1,"0",0,2,2,0,1,6,1,8,0,1,1,0,12,3,4,0,0,24,9,0,0,1,0,31,10,1,0,2,4,0,0,0,1,0,6,0,2,1,0,4,4,2,3,0,27,11,2,1,1,0,"wintm901","Mike Winters","culbf901","Fieldin Culbreth","welkb901","Bill Welke","froeb901","Bruce Froemming","","(none)","","(none)","alouf101","Felipe Alou","bochb002","Bruce Bochy","walld002","Donne Wall","klins002","Steve Kline","Save","hofft001","Trevor Hoffman","nevip001","Phil Nevin","vazqj001","Javier Vazquez","clemm001","Matt Clement",0.414,0,0,"Bad","San Diego Padres",0.469,0,0,"Bad",4.7,-0.1,0,0,0.469,0,0,"Bad"
20000528,2000,5,28,0,"Sun","MON","NL",47,"SDN","NL",49,3,4,"Home","SDN",51,"D",NA,"","","SAN01",26411,166,"300000000","10002100x",34,8,1,"0",1,3,1,0,0,4,0,12,2,0,1,0,9,2,3,0,0,24,13,3,0,0,0,30,6,2,1,0,3,0,0,1,2,0,3,3,0,0,0,5,5,3,0,1,27,11,2,0,1,0,"culbf901","Fieldin Culbreth","welkb901","Bill Welke","froeb901","Bruce Froemming","wintm901","Mike Winters","","(none)","","(none)","alouf101","Felipe Alou","bochb002","Bruce Bochy","walkk001","Kevin Walker","pavac001","Carl Pavano","Save","hofft001","Trevor Hoffman","","(none)","pavac001","Carl Pavano","spens002","Stan Spencer",0.414,0,0,"Bad","San Diego Padres",0.469,0,0,"Bad",2.8,0.8,0,0,0.469,0,0,"Bad"
20000530,2000,5,30,0,"Tue","MON","NL",48,"CIN","NL",51,2,4,"Home","CIN",51,"N",NA,"","","CIN08",20250,153,"100000001","00100021x",31,3,1,"0",0,1,0,0,0,1,0,8,0,0,0,0,3,3,3,0,0,24,7,1,0,1,0,29,5,0,0,2,3,0,0,1,3,0,5,0,0,1,0,5,2,2,2,0,27,15,1,0,0,0,"marsr901","Randy Marsh","herna901","Angel Hernandez","fostm901","Marty Foster","kulpr901","Ron Kulpa","","(none)","","(none)","alouf101","Felipe Alou","mckej801","Jack McKeon","ferno001","Osvaldo Fernandez","armat002","Tony Armas","Save","wills002","Scott Williamson","","(none)","armat002","Tony Armas","ferno001","Osvaldo Fernandez",0.414,0,0,"Bad","Cincinnati Reds",0.525,0,0,"Good",1.8,1.9,0,0,0.525,0,0,"Good"
20000531,2000,5,31,0,"Wed","MON","NL",49,"CIN","NL",52,10,4,"Away","MON",54,"N",NA,"","","CIN08",21207,171,"10012411","100000030",41,16,4,"0",2,10,0,1,0,1,0,6,0,1,0,0,6,4,4,1,0,27,6,0,0,0,0,33,6,4,0,1,4,0,0,0,0,0,11,0,0,0,0,2,5,10,1,0,27,11,0,0,0,0,"herna901","Angel Hernandez","fostm901","Marty Foster","kulpr901","Ron Kulpa","marsr901","Randy Marsh","","(none)","","(none)","alouf101","Felipe Alou","mckej801","Jack McKeon","johnm002","Mike Johnson","parrs001","Steve Parris","No Save","","(none)","cabro001","Orlando Cabrera","johnm002","Mike Johnson","parrs001","Steve Parris",0.414,0,0,"Bad","Cincinnati Reds",0.525,0,0,"Good",-0.3,1.4,0,1,0.525,0,0,"Good"
