"Team","estimate","std.error","statistic","conf.low","conf.high","s.value","predicted_lo","predicted_hi","predicted","CI_Crosses_Zero"
"ANA",0.0647577919732493,0.0184523839795011,3.50945395701657,0.0285917839445233,0.100923800001975,11.1209076274752,0.698367811485569,0.636850143077238,0.698367811485569,FALSE
"DET",0.0754730529984821,0.0167955969147114,4.49362135693878,0.0425542879467958,0.108391818050168,17.1237585093529,0.336271117614353,0.474819613370078,0.336271117614353,FALSE
"KCA",0.0586995511900933,0.0182234718586074,3.2210959385529,0.0229822026739436,0.0944168997062429,9.61301003362603,0.353699318827084,0.466023460681752,0.466023460681752,FALSE
"PHI",0.0546977008250181,0.0172916065494343,3.16325152718719,0.02080677475329,0.0885886268967463,9.32407669924666,0.375396751690883,0.288999320259445,0.375396751690883,FALSE
"WAS",0.0619333506400138,0.022573665330428,2.74361073992406,0.0176897795933144,0.106176921686713,7.36248320266318,0.386115642109008,0.28572091541615,0.28572091541615,FALSE
"BOS",0.0590656867656172,0.0182461001624676,3.2371677366496,0.0233039875888703,0.0948273859423642,9.69409052954728,0.36013302051346,0.436245802671492,0.436245802671492,FALSE
"CIN",0.0500855121368865,0.018623526557524,2.68936777264946,0.0135840708190142,0.0865869534547588,7.12607655314753,0.511583931806258,0.531587336609077,0.531587336609077,FALSE
"SDN",0.0720960456588711,0.0177748613141012,4.05606797064998,0.0372579576530385,0.106934133664704,14.2904346575836,0.522716577204977,0.574139831278464,0.574139831278464,FALSE
"SFN",0.0693153801031302,0.0186744962768049,3.7117670579005,0.0327140399711652,0.105916720235095,12.2463477092814,0.46891619616973,0.490317643211266,0.46891619616973,FALSE
"SLN",0.0869523544476356,0.0198883631608722,4.37202165629715,0.047971878940873,0.125932829954398,16.3097943455289,0.415869071107748,0.495795159310724,0.495795159310724,FALSE
"CLE",0.0687749059802771,0.0166143369425791,4.13949146559207,0.0362114039458088,0.101338408014745,14.8102358566071,0.512248615978278,0.618097562081161,0.512248615978278,FALSE
"HOU",0.066296016972611,0.0176859971852293,3.74850319596223,0.0316320994588849,0.100959934486337,12.4567020597223,0.517031880834417,0.612671095258737,0.612671095258737,FALSE
"MIA",0.112675705437851,0.0197806848707547,5.69624895063363,0.0739062755016355,0.151445135374067,26.282972691091,0.467810440091255,0.651189359180497,0.651189359180497,FALSE
"MIL",0.061669256048672,0.01852062169398,3.32976166068535,0.02536950455718,0.0979690075401639,10.1680183671013,0.506664580445838,0.468793426302501,0.506664580445838,FALSE
"ARI",0.063375581140619,0.019197300633131,3.30127565076751,0.0257495632992943,0.101001598981944,10.0209817033737,0.419578718386736,0.488815292149285,0.419578718386736,FALSE
"NYA",0.084965433083863,0.0199700486753463,4.25464326427785,0.0458248569106724,0.124106009257054,15.543499161402,0.555946907090663,0.675759453441835,0.675759453441835,FALSE
"OAK",0.0853656648789144,0.0196674498435626,4.34045417977033,0.0468181715177839,0.123913158240045,16.1018355158234,0.50262778483184,0.610961432069345,0.610961432069345,FALSE
"SEA",0.0471284103506721,0.0170031674494738,2.77174299969213,0.0138028145265997,0.0804540061747446,7.48663034763483,0.509205048269217,0.646012172327607,0.646012172327607,FALSE
"TBA",0.0972652982886458,0.0221264544561181,4.3958826969565,0.0538982444490884,0.140632352128203,16.4679002916664,0.497221700352524,0.536218027889045,0.536218027889045,FALSE
"TEX",0.0831700163372259,0.0180097616026372,4.61805204156879,0.0478715322259046,0.118468500448547,17.9778968656564,0.327865862440982,0.524502275368306,0.524502275368306,FALSE
"ATL",0.0561800188954798,0.0178222370167351,3.15224283252023,0.0212490762187425,0.0911109615722171,9.26959928172195,0.536399665757496,0.690730091931196,0.536399665757496,FALSE
"BAL",0.0705113463855537,0.0174502426934756,4.04070863793299,0.0363094991848584,0.104713193586249,14.1957774864573,0.59006862629339,0.579827659901354,0.59006862629339,FALSE
"CHA",0.0794085797349626,0.0174447513889238,4.55200409364283,0.0452174952934168,0.113599664176508,17.5218436065911,0.395172465886588,0.425805606949458,0.395172465886588,FALSE
"MIN",0.0640345618374419,0.0168505096864401,3.8001557833572,0.0310081697308759,0.0970609539440078,12.7555934077296,0.579976735000597,0.792421319325503,0.579976735000597,FALSE
"TOR",0.0837213306338264,0.0199293375031694,4.20090886716691,0.044660546891871,0.122782114375782,15.1990519159996,0.555669492719614,0.652312189800484,0.555669492719614,FALSE
"CHN",0.0362040763182117,0.0262095851963152,1.38132961842149,-0.0151657667163002,0.0875739193527236,2.58054623507824,0.430156964322427,0.471786556669449,0.471786556669449,TRUE
"COL",0.145119462846286,0.0181690167880373,7.98719405344124,0.109508844307229,0.180730081385343,49.3637858644674,0.37005734059823,0.488395208981236,0.37005734059823,FALSE
"LAN",0.0598087029924225,0.0214774296390648,2.78472349799428,0.0177137144193624,0.101903691565483,7.54426780617547,0.541385050978505,0.523035656307112,0.523035656307112,FALSE
"NYN",0.0554829531135658,0.0173266935501213,3.20216623864612,0.0215232577841657,0.089442648442966,9.51795905122852,0.513399314887578,0.446745301546972,0.513399314887578,FALSE
"PIT",0.109310871572385,0.0194087483185437,5.63204127223116,0.0712704238830374,0.147351319261733,25.7428259542423,0.32940385516729,0.522886865883913,0.32940385516729,FALSE
